,Date,MainFailure,AssemblyFailure,FailureDescr,TimeLost
3735,2023-01-20 06:28:52,Awaria,stacja 41 - dokręcanie śrub,cały czas zawieszenie na śrubie 3 motor OMR,8 godz
3736,2023-01-20 07:17:05,Awaria,stacja 60 - cell 1,"5. odpad motorów na czystość, praca na cell2 do 8:35",1 godz. 18 min
3737,2023-01-20 07:25:39,Ogolne_Linia,,przedlużony test na cell2,1 godz. 10 min
3738,2023-01-20 08:35:35,Przegląd_Serwis,wymiana filtra,"oczekiwanie na Houghton i wymianaHQ001, HQ010, HQ020",45
3739,2023-01-20 09:01:24,Awaria,stacja 60 - cell 1,"5. po wymianie filtrów nic nie zmieniło, praca na cell 2 do 9:28",27
3740,2023-01-20 09:15:05,Awaria,stacja 60 - cell 2,"zawieszenie cell2, error log",8
3741,2023-01-20 09:28:57,Przegląd_Serwis,,przez operator 4 z decyzji technologa Wojteka Bureka restart analizatora czystośći BQ010 cell1,10
3742,2023-01-20 10:03:45,Jakość,,ISIR  pod nadzorem Anna Kasprzyk,1 godz. 22 min
3743,2023-01-20 13:59:49,Ogolne_Linia,dodatkowa przerwa,dla 1 operatora,10
3744,2023-01-20 14:00:03,Ogolne_Linia,,"testy nolek,ateq",10
3745,2023-01-20 14:49:34,Przegląd_Serwis,,"czyszczenie nolka,komora posiada wgniecenia które uszkadzają motory.Zatrzymanie produkcji i oczekiwanie na DUR",1godz.24 min.
3746,2023-01-20 16:13:04,Przegląd_Serwis,interwencja DUR,,52
3747,2023-01-20 17:06:11,Awaria,stacja 50 - test szczelności,duży odpad na szczelność.Z 10 razy trzeba było puśćic tester żeby stabilizować wynik.,15
3748,2023-01-20 18:27:43,Awaria,stacja 20 - praska,zablokowany korpus,4
3749,2023-01-20 20:09:49,Awaria,stacja 60 - cell 2,praca na jedną cele.duży odpad na Leak w strone( B )11185582           OMR X 36 Od 20:00 do 22:00,2 godz.
3750,2023-01-20 21:45:01,Ogolne_Linia,dodatkowa przerwa,dla 3 operatora,10
3751,2023-01-20 22:05:18,Ogolne_Linia,,testy,10
3752,2023-01-20 22:05:37,Ogolne_Linia,,praca na jedną celle 4 ord.56840088,1 god
3753,2023-01-21 00:39:40,Ogolne_Linia,,praca na jedną celle 4 ord.56840087 od god.00-40 do 4-15,3god.35
3754,2023-01-21 04:23:47,Awaria,stacja 41 - dokręcanie śrub,problem z dokręcanijem śrub,8 god
3755,2023-01-23 06:01:06,Ogolne_Linia,,"Uruchomienie linii,testy kontrolne,nolek,ateq.czszczenie komory B",35
3756,2023-01-23 06:18:27,Ogolne_Linia,,BRAK OPERATORA NA ST.NAPRAW,1 godz.38 min.
3757,2023-01-23 07:33:20,Awaria,stacja 50 - test szczelności,Nolek nie otwiera komory.Oczekiwanie na DUR,20
3758,2023-01-23 07:53:47,Przegląd_Serwis,interwencja DUR,,20
3759,2023-01-23 09:24:08,Awaria,stacja 60 - cell 1,leje się olej od strony portów.Sprawdzenie uszczelek w stacji.Error log.Ulamany bolec.Praca technologa i DUR,49
3760,2023-01-23 10:13:25,Awaria,stacja 60 - cell 1,Praca na jedną cele . Do 12,1godz.47 min.
3761,2023-01-23 11:06:26,Przegląd_Serwis,interwencja DUR,,1 godz.43 min.
3762,2023-01-23 13:37:17,Awaria,stacja 60 - cell 2,zabłokowany motor.Error log,14
3763,2023-01-23 14:07:31,Ogolne_Linia,,testy,10
3764,2023-01-23 20:05:20,Jakość,duży odpad,kieruinek,10
3765,2023-01-23 21:01:07,Jakość,duży odpad,nolek,5
3766,2023-01-23 21:52:51,Jakość,duży odpad,na kierunek,7
3767,2023-01-24 00:01:44,Awaria,stacja 60 - KUKA,zawieszenie robota na st 55,4
3768,2023-01-24 00:21:12,Ogolne_Linia,,wymiana cover filma st.40,3
3769,2023-01-24 03:00:43,Awaria,stacja 60 - KUKA,zawieszenie robota w cell1,4
3770,2023-01-24 06:04:52,Ogolne_Linia,,"testy nolek,ateq",10
3771,2023-01-24 07:43:22,Awaria,stacja 60 - cell 1,"zabłokowany motor.Error Log.Zawieszenie monitora,aplikacji.Restart",14
3772,2023-01-24 08:18:22,Awaria,stacja 60 - cell 1,error log.zabłokowany motor,10
3773,2023-01-24 08:37:23,Awaria,stacja 60 - cell 2,error log.zabłokowany motor,10
3774,2023-01-24 09:07:16,Awaria,stacja 60 - cell 1,error log.zabłokowany motor,11
3775,2023-01-24 10:38:00,Awaria,stacja 60 - cell 2,error log.zabłokowany motor,10
3776,2023-01-24 10:45:16,Awaria,stacja 20 - praska,zawieszenie.Brak pałączenia z kamerą. Oczekiwanie na DUR,15
3777,2023-01-24 11:00:42,Przegląd_Serwis,praca technologa,,3
3778,2023-01-24 12:07:04,Jakość,duży odpad,"brak startu,moment start.Zakorkowana st.napraw",2 godz.
3779,2023-01-24 14:07:07,Ogolne_Linia,,testy,10
3780,2023-01-24 15:27:17,Przegląd_Serwis,praca technologa,na st.20,10
3781,2023-01-24 16:05:40,Przegląd_Serwis,interwencja DUR,na st.20,1 god.5 
3782,2023-01-24 17:33:45,Ogolne_Linia,zapełnianie linii,,15
3783,2023-01-24 18:28:49,Awaria,stacja 60 - cell 2,praca DUR,2GOD
3784,2023-01-24 20:16:42,Ogolne_Linia,,START O 20-10,1
3785,2023-01-24 20:19:03,Awaria,stacja 60 - cell 2,"praca na jedną celle,urwany bolec na trzpienu,naprawa gniazda",4 god.
3786,2023-01-24 21:33:53,Ogolne_Linia,dodatkowa przerwa,przerwa dla operatora st.napraw,20
3787,2023-01-24 22:01:32,Awaria,stacja 60 - cell 2,"awaria z poprzedniej zmiany, praca tyłko na cell1",8 godz.
3788,2023-01-25 01:03:09,Przegląd_Serwis,interwencja DUR,cell2,1 godz.
3789,2023-01-25 05:53:37,Ogolne_Linia,dodatkowa przerwa,dła 1 operatora,10
3790,2023-01-25 06:07:28,Awaria,stacja 60 - cell 2,awaria z 24.01-2 zmiana.Praca na jedną cele.Oczekiwanie na DUR,2 godz.50min.
3791,2023-01-25 06:08:38,Ogolne_Linia,,"testy nolek,ateq,przerwa operatora",10
3792,2023-01-25 08:45:45,Awaria,stacja 60 - KUKA,"zawieszenie,error log",6
3793,2023-01-25 08:51:31,Przegląd_Serwis,praca technologa,"do cell 2,Serwis zewnętrzny",5 godz.10min.
3794,2023-01-25 13:59:11,Przegląd_Serwis,interwencja DUR,naprawa celle 2,60
3795,2023-01-25 15:21:32,Jakość,duży odpad,"na obroty,praca tehnologa",10
3796,2023-01-25 15:32:04,Przegląd_Serwis,wymiana papieru w drukarce,"wymiana etykety w drukarce,kalibracija",20
3797,2023-01-25 16:30:50,Przegląd_Serwis,praca technologa,naprawa celle 2,20
3798,2023-01-25 16:48:10,Awaria,stacja 60 - cell 2,praca na jedną celle  od 16-50do 22-00,5 god.
3799,2023-01-25 21:40:48,Ogolne_Linia,dodatkowa przerwa,przerwa dla operatora st.napraw,20
3800,2023-01-25 22:03:13,Awaria,stacja 60 - cell 2,"z poprzedniej zmiany motory 11212662 odpad na obroty, praca na cell1",8 godz
3801,2023-01-26 05:50:19,Ogolne_Linia,dodatkowa przerwa,dła 1 operatora,10
3802,2023-01-26 06:04:27,Ogolne_Linia,,"testy nolek,atek,przerwa operatora",10
3803,2023-01-26 06:04:58,Awaria,stacja 60 - cell 2,z poprzedniej zmiany.Odpad na obroty.Motor:11212662 Praca na 1 cele od 06:00 do 06:45,45
3804,2023-01-26 07:20:15,Jakość,duży odpad,"Cell2,na obroty w stronę B,spróba zamiany uszczelek w adapterze.Motory przechodzą test",15
3805,2023-01-26 08:07:57,Awaria,stacja 60 - cell 2,"error log,zabłokowany motor",15
3806,2023-01-26 09:30:40,Awaria,stacja 55 - winda,zawieszenie,5
3807,2023-01-26 10:36:51,Awaria,stacja 60 - cell 1,"zawieszenie cell1,cell2",16
3808,2023-01-26 11:29:36,Awaria,stacja 60 - cell 2,"nie dociska adapter,wyciek oleju bokiem.Oczekiwanie na DUR",7
3809,2023-01-26 11:36:00,Przegląd_Serwis,interwencja DUR,do cell 2,2 GODZ.
3810,2023-01-26 13:35:57,Awaria,stacja 60 - cell 2,Praca tylko na 1 cele. Motor:11185525 OMR X 200 DO 14:00,25
3811,2023-01-26 14:02:36,Ogolne_Linia,,TESTY,10
3812,2023-01-26 14:14:14,Ogolne_Linia,,PRACA na jedną celle ord.56841251 od 14-00,60
3813,2023-01-26 15:22:37,Przegląd_Serwis,praca technologa,na celle2,60
3814,2023-01-26 16:39:58,Ogolne_Linia,,praca na jedną celle od 14-00 do 22-00,8god.
3815,2023-01-26 21:29:50,Ogolne_Linia,dodatkowa przerwa,przerwa dla operatora st.napraw,20
3816,2023-01-26 22:04:19,Awaria,stacja 60 - cell 2,"z poprzedniej zmiany, praca na cell1",8 godz
3817,2023-01-27 05:00:36,Awaria,stacja 60 - KUKA,zawieszenie robota + error log,8
3818,2023-01-27 05:50:20,Ogolne_Linia,dodatkowa przerwa,dła 1 operatora,10
3819,2023-01-27 05:59:00,Ogolne_Linia,,"testy Nolek,ateq",10
3820,2023-01-27 05:59:15,Awaria,stacja 60 - cell 2,odpad na obroty.Praca na 1 cele. Oczekiwanie na DUR,8 godz
3821,2023-01-27 14:06:19,Ogolne_Linia,,testy,10
3822,2023-01-27 14:09:32,Awaria,stacja 60 - cell 2,praca na jedną celle,8god.
3823,2023-01-27 16:00:42,Oczekwianie,,brak startu motorów OMP x 315,5
3824,2023-01-27 21:37:39,Ogolne_Linia,dodatkowa przerwa,przerwa dla operatora st.napraw,20
3825,2023-01-27 22:02:05,Awaria,stacja 60 - cell 2,praca na cell1,8 godz
3826,2023-01-28 02:07:06,Szkolenie_Spotkanie,trening operatora,operatora 4 na st. Napraw,4 godz
3827,2023-01-30 06:10:29,Ogolne_Linia,,testy, 
3828,2023-01-30 06:52:40,Awaria,stacja 50 - test szczelności,  zawieszony motor Oczekiwanie na DUR,50
3829,2023-01-30 08:02:07,Awaria,stacja 60 - cell 2,praca na jedną celle,8 godin
3830,2023-01-30 12:20:44,Przegląd_Serwis,interwencja DUR,praca  celle 2,1 godina 20
3831,2023-01-30 20:42:55,Awaria,stacja 20 - praska,zablokowany korpus 11183822 na trzpieniu przy zaprasowaniu teflona 2 razy,4
3832,2023-01-30 21:50:15,Ogolne_Linia,dodatkowa przerwa,dła 1 operatora,10
3833,2023-01-30 21:59:25,Ogolne_Linia,dodatkowa przerwa,dla 1 operatora,10
3834,2023-01-30 21:59:48,Ogolne_Linia,,"testy nolek,ateq",10
3835,2023-01-30 23:12:48,Przegląd_Serwis,wymiana papieru w drukarce,wymiana cover film,5
3836,2023-01-31 01:11:35,Awaria,stacja 41 - dokręcanie śrub,zawieszenie x 6 razy,6.
3837,2023-01-31 05:13:29,Awaria,stacja 40 - montaż śrub,zawieszenie x 8 razy,7
3838,2023-01-31 05:20:59,Awaria,stacja 55 - winda,zawieszenie,5
3839,2023-01-31 05:46:29,Ogolne_Linia,dodatkowa przerwa,dla 1 operatora,10
3840,2023-01-31 06:06:10,Ogolne_Linia,,testy,10
3841,2023-01-31 15:30:20,Ogolne_Linia,,brak operatora 4 (szkolenie na wozkah),1.5 godz
3842,2023-01-31 22:00:35,Ogolne_Linia,,"Testy nolek,ateq",10
3843,2023-02-01 00:14:47,Awaria,stacja 20 - praska,zabłokowany wałek w Hsg Lift Cylinder,10
3844,2023-02-01 00:26:57,Przegląd_Serwis,interwencja DUR,DO ST.20 do 01:00,34
3845,2023-02-01 01:02:34,Ogolne_Linia,zapełnianie linii,,10.
3846,2023-02-01 01:11:11,IT_Problem,,Brak przewodnika 56843495 w systemie Standaryzation.,5
3847,2023-02-01 02:48:39,Awaria,stacja 55 - winda,zawieszenie,6
3848,2023-02-01 02:55:25,Awaria,stacja 41 - dokręcanie śrub,zawieszenie na motorach OMR,5
3849,2023-02-01 05:05:17,Awaria,stacja 55 - winda,zawieszenie,7
3850,2023-02-01 06:04:12,Ogolne_Linia,,testy,10
3851,2023-02-01 08:15:49,Awaria,stacja 60 - KUKA,praca tehnloga,35
3852,2023-02-01 09:52:57,Jakość,selekcja komponentów,wałek11183554,15
3853,2023-02-01 13:43:58,Awaria,stacja 41 - dokręcanie śrub,zawieszenie ,8god
3854,2023-02-01 13:58:12,Ogolne_Linia,dodatkowa przerwa,dła 1 operatora,10
3855,2023-02-01 14:30:46,Jakość,selekcja komponentów,cardan nie jest zawarty w wałek 11183554 110 szt,8 godz
3856,2023-02-01 16:05:36,Przegląd_Serwis,wymiana papieru w drukarce,"wymiana etykiet i kalki, kalibracja wydruku",15
3857,2023-02-01 16:20:50,Ogolne_Linia,zapełnianie linii,,6..
3858,2023-02-01 20:47:18,Awaria,stacja 41 - dokręcanie śrub,cały czas zawieszenie na śrubie 3 OMR,8 godz
3859,2023-02-01 21:49:34,Ogolne_Linia,dodatkowa przerwa,dła 1 operatora,10
3860,2023-02-01 21:59:12,Ogolne_Linia,,"tsty nolek,ateq",10
3861,2023-02-01 21:59:16,Ogolne_Linia,dodatkowa przerwa,dla 1 operatora,10
3862,2023-02-01 22:52:55,Jakość,selekcja komponentów,"wałki 11183554,selekcja pod czas produkcji 79szt.", 8 godz.
3863,2023-02-01 23:09:46,Awaria,stacja 55 - winda,zawieszenie,3.
3864,2023-02-02 00:16:40,Awaria,stacja 55 - winda,zawieszenie,3.
3865,2023-02-02 01:04:02,Awaria,stacja 41 - dokręcanie śrub,zawieszenie,8 godz.
3866,2023-02-02 06:01:00,Ogolne_Linia,,TESTY,10
3867,2023-02-02 09:10:54,Szkolenie_Spotkanie,trening operatora,"montaż żaby,szkolenie",4god.30
3868,2023-02-02 10:06:42,Przegląd_Serwis,wymiana filtra,wymiana filtra HQ003,60
3869,2023-02-02 10:20:28,Awaria,stacja 50 - test szczelności,wyciek powietrza,1god.20
3870,2023-02-02 12:58:32,Jakość,selekcja komponentów,wałek 11183554,10
3871,2023-02-02 16:33:09,Awaria,stacja 41 - dokręcanie śrub,servo/ nutrunners not ready,8
3872,2023-02-02 16:41:28,Przegląd_Serwis,interwencja DUR,,7
3873,2023-02-02 18:21:52,Oczekwianie,brakujący komponent,plate distributor 151-1702,6
3874,2023-02-02 19:17:51,Awaria,stacja 41 - dokręcanie śrub,cały czas zawiesza na śrubie 3 OMR,8 godz
3875,2023-02-02 21:14:12,Awaria,stacja 60 - KUKA,zawieszenie motora z adapterem na st.80 z cell1,5
3876,2023-02-02 21:19:26,Przegląd_Serwis,interwencja DUR,ułamany klucz w adaptere 420892,16
3877,2023-02-02 22:25:31,Ogolne_Linia,,"testy nolek,ateq",10
3878,2023-02-02 23:31:32,Awaria,stacja 41 - dokręcanie śrub,zawieszenie OMR,5 godz.
3879,2023-02-03 06:56:36,Ogolne_Linia,,testy,10
3880,2023-02-03 07:08:57,Awaria,stacja 60 - cell 2,ERROR LOG,10
3881,2023-02-03 07:18:40,IT_Problem,zawieszenie komputera,zawieszenie komputera HAINZL,10
3882,2023-02-03 09:00:36,Jakość,duży odpad,KIERUNEK 8 SZT,5m
3883,2023-02-03 11:01:05,Przegląd_Serwis,praca technologa,praca tehnologa na st.30 z naprawy lampki,5
3884,2023-02-03 12:26:43,Awaria,stacja 30 - montaż silnika,"nie dziala test wizijny,praca tehnologa",10
3885,2023-02-03 13:29:30,Awaria,stacja 41 - dokręcanie śrub,zawieszenie x 2,6
3886,2023-02-03 16:57:06,Ogolne_Linia,,operator 4 na szkoleniu na wuzkach,1 godz.50 min
3887,2023-02-03 17:16:55,Szkolenie_Spotkanie,trening operatora,na st. Napraw,1 godz. 34 min
3888,2023-02-03 19:45:39,Awaria,stacja 20 - praska,problematyczny test wizyjny na lożyska (2 trzpień),1 godz. 27 min
3889,2023-02-03 20:37:52,Awaria,stacja 41 - dokręcanie śrub,zawieszenie na śrubie 3 OMR,1 godz. 23 min
3890,2023-02-03 21:59:46,Ogolne_Linia,,"testy nolek,ateq",15
3891,2023-02-03 23:53:41,Awaria,stacja 41 - dokręcanie śrub,zawieszenie,8 godz.
3892,2023-02-04 01:26:38,Awaria,stacja 55 - winda,zawieszenie,5
3893,2023-02-06 06:01:54,Ogolne_Linia,,"włączenie linii, testy",20
3894,2023-02-06 09:31:13,Awaria,stacja 60 - cell 2,"zawieszenie, error log",6
3895,2023-02-06 12:21:20,Przegląd_Serwis,praca technologa,wszystkie OMPx40 N odpad na cell1 i cell2,30
3896,2023-02-06 14:01:28,Ogolne_Linia,,"testy nolek,ateq",10
3897,2023-02-06 19:25:21,Awaria,stacja 60 - cell 2,zabłokowany motor.error log,12
3898,2023-02-06 19:54:08,Awaria,stacja 60 - cell 1,zabłokowany motor.error log do 20:07,13
3899,2023-02-06 22:44:22,Ogolne_Linia,,TESTY,10
3900,2023-02-06 22:44:40,IT_Problem,zawieszenie komputera,ZAWIESZENIE KOMPUTERA NA ST.20,5
3901,2023-02-07 04:33:00,Awaria,stacja 60 - cell 2,oczekiwanie na Dur,7
3902,2023-02-07 04:40:04,Przegląd_Serwis,interwencja DUR,"z naprawy celle 2  ,40 min.",40
3903,2023-02-07 05:22:05,Ogolne_Linia,,start linii o 5-22,1
3904,2023-02-07 06:24:58,Awaria,stacja 41 - dokręcanie śrub,OMR zawieszenie na śrubie,"5,5 godz"
3905,2023-02-07 08:47:38,Szkolenie_Spotkanie,,z technologem,7
3906,2023-02-07 12:03:52,Przegląd_Serwis,wymiana papieru w drukarce,"wymiana etykiet, kalibracja wydruku",8
3907,2023-02-07 12:48:43,Szkolenie_Spotkanie,,miesięczny spotkanie ,1 godz
3908,2023-02-07 13:36:14,Szkolenie_Spotkanie,,od 14:00-15:00,1 godz.10 min.
3909,2023-02-07 15:13:43,Ogolne_Linia,,"testy nolek,ateq",10
3910,2023-02-07 15:27:45,Awaria,stacja 20 - praska,zawieszenie przy zaprasowaniu łożysk,2 godz.
3911,2023-02-07 16:20:18,Szkolenie_Spotkanie,szkolenie,operatora na st.napraw,5 godz.
3912,2023-02-07 19:12:47,Awaria,stacja 60 - cell 1,zabłokowany motor.Error log,18
3913,2023-02-07 19:38:12,Awaria,stacja 20 - praska,zawieszenie kamery i przekazu danych. Oczekiwanie na DUR,33
3914,2023-02-07 20:11:07,Przegląd_Serwis,interwencja DUR,,3
3915,2023-02-07 20:12:34,Ogolne_Linia,zapełnianie linii,,11
3916,2023-02-07 22:03:34,Ogolne_Linia,,testy,10
3917,2023-02-07 22:03:49,Awaria,stacja 60 - cell 1,"awaria od poprzedniej zmiany,error log",7
3918,2023-02-07 23:23:17,Jakość,selekcja komponentów,wałek 11183556 30szt.NOK,5 god.
3919,2023-02-08 01:31:04,Jakość,duży odpad, na moment startu 8 szt,5
3920,2023-02-08 02:49:59,Jakość,duży odpad,na moment startu 9 szt. Ord.56844941,10
3921,2023-02-08 08:04:26,Szkolenie_Spotkanie,trening operatora,na st.napraw,4 godz. 30 min
3922,2023-02-08 10:40:44,Awaria,stacja 41 - dokręcanie śrub,zawieszenie,40
3923,2023-02-08 11:20:14,Przegląd_Serwis,praca technologa,st.41,2
3924,2023-02-08 14:00:46,Szkolenie_Spotkanie,szkolenie,"operatora na st.napraw,testy kontrole",8 godz.
3925,2023-02-08 14:01:27,Ogolne_Linia,,"testy nolek,ateq szkolenie",23
3926,2023-02-08 20:30:10,Przegląd_Serwis,wymiana papieru w drukarce,cover film,7
3927,2023-02-08 21:54:41,Ogolne_Linia,dodatkowa przerwa,dla 1 operatora,10.
3928,2023-02-08 22:04:41,Ogolne_Linia,dodatkowa przerwa,,10
3929,2023-02-08 22:05:28,Ogolne_Linia,,testy noleka,10
3930,2023-02-08 23:37:06,Awaria,stacja 70 - stacja napraw,awaria skanera  ,5
3931,2023-02-09 04:36:13,Awaria,, wymjana filtra HQ 003,42m
3932,2023-02-09 06:00:07,Ogolne_Linia,dodatkowa przerwa,dła 1 operatora,10
3933,2023-02-09 06:00:09,Szkolenie_Spotkanie,trening operatora,na st. Napraw,8 godz
3934,2023-02-09 07:52:20,Awaria,stacja 60 - cell 2,zawieszenie cell2 i zawieszenie monitora Hainzl,20
3935,2023-02-09 08:18:43,Przegląd_Serwis,praca technologa,,23.
3936,2023-02-09 10:19:32,Awaria,stacja 41 - dokręcanie śrub,nie skrenca śrub OMR,5
3937,2023-02-09 10:24:49,Przegląd_Serwis,praca technologa,st.41,7
3938,2023-02-09 14:05:03,Ogolne_Linia,,"testy nolek,ateq",10
3939,2023-02-09 15:12:02,Awaria,stacja 20 - praska,uszkodzona torpeda 5,10
3940,2023-02-09 15:24:18,Przegląd_Serwis,,szlifowanie torpedy na narzędziowni,5
3941,2023-02-09 15:26:16,Ogolne_Linia,zapełnianie linii,,12.
3942,2023-02-09 16:28:30,Ogolne_Linia,,brak dwóch przewodników w systemie Standaryzation,15
3943,2023-02-09 16:44:24,Awaria,stacja 60 - KUKA,Error Log,14
3944,2023-02-09 16:58:51,Awaria,stacja 60 - cell 1,Error Log,8
3945,2023-02-09 21:07:51,Awaria,stacja 20 - praska,zabłokowany korpus,3
3946,2023-02-09 21:50:52,Ogolne_Linia,dodatkowa przerwa,dla 1 operatora,10
3947,2023-02-09 22:02:22,Ogolne_Linia,dodatkowa przerwa,,10
3948,2023-02-09 22:02:29,Ogolne_Linia,,testy nolek,10
3949,2023-02-10 00:02:58,Awaria,stacja 20 - praska,zawiesznony motor,10
3950,2023-02-10 04:37:26,Ogolne_Linia,rework motoru,,3m
3951,2023-02-10 04:40:47,Awaria,stacja 20 - praska,zawiesznony motor,2
3952,2023-02-10 13:55:37,Ogolne_Linia,dodatkowa przerwa,dła 1 operatora,10
3953,2023-02-10 08:00:15,Przegląd_Serwis,wymiana papieru w drukarce,wymiana kalki,10
3954,2023-02-10 08:33:03,Awaria,stacja 55 - winda,,7
3955,2023-02-10 10:22:41,Ogolne_Linia,,dodatkowa praca - lożyska OMRx250 N,5..
3956,2023-02-10 13:59:49,Ogolne_Linia,,testy,10
3957,2023-02-10 14:02:31,Szkolenie_Spotkanie,trening operatora,trening operatora na st. Napraw,8god.
3958,2023-02-10 16:51:05,IT_Problem,zawieszenie komputera,"zawieszenie st.20,motor zablokowany na trzpieniu",6m
3959,2023-02-10 17:00:06,Awaria,stacja 60 - cell 1,"error log,motor zablokowany w stacii",14 m
3960,2023-02-10 18:19:26,Awaria,stacja 60 - cell 1,"wyćek olei z pod filtrów HQ001.,HQ010.STOP hidrawliki,oczekiwanie na Houghton",7
3961,2023-02-10 18:28:53,Przegląd_Serwis,interwencja DUR,praca houqhtona oraz DUR,18
3962,2023-02-10 21:44:31,Ogolne_Linia,dodatkowa przerwa,PRZERWA DLA 2 OPERATORÓW,10
3963,2023-02-10 22:19:45,Ogolne_Linia,,TESTY,10
3964,2023-02-10 23:01:59,Awaria,,"AWARIA OD POPRZEDNIEJ ZMIANY,WĆISNĘTY GRZYB",5
3965,2023-02-13 06:12:50,Ogolne_Linia,,testy,10
3966,2023-02-13 06:50:18,Awaria,,AWARIA OD POPRZEDNIEJ ZMIANY,2 godz
3967,2023-02-13 06:48:02,Przegląd_Serwis,interwencja DUR,,20
3968,2023-02-13 07:18:39,Szkolenie_Spotkanie,szkolenie,trening operatora st NAPRAW,8 godz
3969,2023-02-13 08:08:15,Przegląd_Serwis,praca technologa,,3
3970,2023-02-13 08:09:26,Ogolne_Linia,zapełnianie linii,,7
3971,2023-02-13 09:01:17,Awaria,stacja 60 - cell 2,zablokowany motor,12
3972,2023-02-13 10:19:04,Awaria,stacja 60 - cell 1,zablokowany motor,9
3973,2023-02-13 11:09:12,Awaria,stacja 50 - test szczelności,zablokowany motor,3
3974,2023-02-13 12:40:50,Awaria,stacja 60 - cell 2,zablokowany motor,7
3975,2023-02-13 12:40:10,Awaria,stacja 60 - cell 1,zablokowany motor,8
3976,2023-02-13 12:58:54,Awaria,stacja 60 - cell 1,"Za dużo odpadów na kerunek, ",15
3977,2023-02-13 13:07:36,Awaria,stacja 60 - cell 1,zablokowany motor,10
3978,2023-02-13 14:01:18,Ogolne_Linia,,testy,10
3979,2023-02-13 18:34:41,Przegląd_Serwis,wymiana papieru w drukarce,"wymiana etykety w drukarce,kalibracija",10
3980,2023-02-13 22:00:40,Ogolne_Linia,dodatkowa przerwa,dła 1 operatora,10
3981,2023-02-14 03:03:23,Ogolne_Linia,,Nolek: czyszczenie komory B,5
3982,2023-02-14 05:50:52,Ogolne_Linia,dodatkowa przerwa,dła 1 operatora,10
3983,2023-02-14 06:03:39,Ogolne_Linia,dodatkowa przerwa,,10
3984,2023-02-14 06:07:04,Ogolne_Linia,,testy noleka,10
3985,2023-02-14 06:10:24,Szkolenie_Spotkanie,trening operatora,szkolenie na st NAPRAW,8 godz
3986,2023-02-14 08:31:33,Awaria,stacja 20 - praska,zawieszenie korpusa,5 min
3987,2023-02-14 09:20:06,Ogolne_Linia,dokładanie komponentów,zamiena Cover film,4
3988,2023-02-14 10:01:19,Szkolenie_Spotkanie,trening operatora,szkolenie operatora montażu,4 godz
3989,2023-02-14 12:41:44,Szkolenie_Spotkanie,trening operatora,rozmowa z BHP,5
3990,2023-02-14 14:49:49,Ogolne_Linia,,testy,10
3991,2023-02-14 18:10:20,Awaria,stacja 60 - cell 1,brak startu,3
3992,2023-02-14 21:27:20,IT_Problem,zawieszenie komputera,restart komputera  HAINZL,15
3993,2023-02-14 22:38:46,Awaria,stacja 41 - dokręcanie śrub,zawieszenie na śrubie 3 OMR,8 godz
3994,2023-02-15 06:05:39,Ogolne_Linia,,testy nolek,10
3995,2023-02-15 06:06:17,Szkolenie_Spotkanie,szkolenie,na st NAPRAWY,8 godz
3996,2023-02-15 06:06:31,Szkolenie_Spotkanie,szkolenie,operatora montażu,8 godz
3997,2023-02-15 06:35:11,Awaria,stacja 41 - dokręcanie śrub,zawieszenie st.41,5min
3998,2023-02-15 11:12:39,Awaria,stacja 20 - praska,zawieszenie korpusa,3
3999,2023-02-15 11:42:13,Awaria,stacja 20 - praska,zawieszenie korpusa,3
4000,2023-02-15 11:51:02,Awaria,stacja 20 - praska,zawieszenie korpusa,3
4001,2023-02-15 12:17:37,Awaria,stacja 20 - praska,zawieszenie korpusa,3
4002,2023-02-15 14:01:39,Ogolne_Linia,,testy,10
4003,2023-02-15 18:11:20,IT_Problem,,restart komputera na hainzlu,15
4004,2023-02-15 23:12:06,Awaria,stacja 60 - cell 2,"zawieszenie, error log",6
4005,2023-02-16 00:02:00,Awaria,stacja 20 - praska,zablokowany korpus 11183822 na trzpieniu ,3
4006,2023-02-16 03:00:28,Szkolenie_Spotkanie,trening operatora,podmontaż speedsensor,3 godz
4007,2023-02-16 04:26:54,Awaria,stacja 60 - KUKA,,5..
4008,2023-02-16 04:31:46,Przegląd_Serwis,interwencja DUR,"zawieszenie epsona na cell 1 przy odberaniu speedsensora, naprawa przes panel epsona",28
4009,2023-02-16 06:15:48,Ogolne_Linia,,testy noleka,10
4010,2023-02-16 06:17:16,Szkolenie_Spotkanie,szkolenie,na st NAPRAW,8god
4011,2023-02-16 06:17:42,Szkolenie_Spotkanie,szkolenie,OPERATORA MONTAŻU,8god
4012,2023-02-16 06:46:53,Awaria,stacja 60 - cell 1,otpade adapter EMD,10min
4013,2023-02-16 07:39:05,Awaria,stacja 41 - dokręcanie śrub,Zawieszanie st.41,12
4014,2023-02-16 07:53:11,Przegląd_Serwis,interwencja DUR,,6
4015,2023-02-16 10:16:55,Awaria,stacja 20 - praska,Zawieszanie st.20,17
4016,2023-02-16 10:33:47,Ogolne_Linia,zapełnianie linii,,10
4017,2023-02-16 12:32:26,Oczekwianie,brakujący komponent,,5
4018,2023-02-16 12:37:13,Ogolne_Linia,zapełnianie linii,,10
4019,2023-02-16 14:01:59,Ogolne_Linia,,testy,10
4020,2023-02-16 15:08:35,Przegląd_Serwis,praca technologa,praca tehnologa na st.41,12
